year,statecode,description,unit,data,msn,serialid
2009,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257123
2010,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257124
2011,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,8,SOEGP,1257125
2012,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,23,SOEGP,1257126
1960,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257127
1961,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257128
1962,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257129
1963,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257130
1964,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257131
1965,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257132
1966,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257133
1967,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257134
1968,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257135
1969,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257136
1970,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257137
1971,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257138
1972,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257139
1973,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257140
1974,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257142
1975,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257143
1976,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257144
1977,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257145
1978,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257146
1979,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257147
1980,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257148
1981,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257149
1982,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257150
1983,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257151
1984,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257152
1985,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257153
1986,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257154
1987,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257155
1988,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257156
1989,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257157
1990,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1257158
